,question,answer,customer,seller,time,tags
2285,"Hi, is this available?","Hi, Good day! Yes, item is still available. thanks",Elisha L. - 3  months ago,JBL - answered within 20  hours,,"opening, availability inquiry"
2286,"Hello good morning🙂, uhmm where's my order? I've been waiting for 3 days but diko parin nakukuha yung order ko🙂","Hi Sir, Good day! Please chat us your order number so we can check. thank you.",Leonard B. - 4  months ago,JBL - answered within 3  days,,"opening, delivery complaint, expression, follow-up"
2287,Is this available?,"Hi Mam, Good day! Yes, item is available. thanks",Sheryn G. - 4  months ago,JBL - answered within 1  day,,availability inquiry
2288,kaylan po mag kaka stock?,"Hi, Good day! No definite date yet, Please keep posted. thanks",Chesco T. - 6  months ago,JBL - answered within 1  day,,availability inquiry
2289,kelan ulit available to?,"hi Mam, good day! No definite date yet, please keep posted. thanks",christine s. - 6  months ago,JBL - answered within 17  hours,,availability inquiry
2290,"Hello,  may kasama po bang Free pouch ito?","Hi Mark, Good day! Yes with Soft carrying pouch. thanks",Mark D. - 6  months ago,JBL - answered within 5  hours,,"opening, specification inquiry"
2291,may other color pa like black?,"Hi, Good day! currently out of stock. thanks",Xyryll E. - 6  months ago,JBL - answered within 17  hours,,availability inquiry
2292,orig ba to at pwede sa oppo f5,"Hi Sir, Good day! Yes, 100% original and it's applicable to all android & IOS phones. thank you.",jhay - 7  months ago,JBL - answered within 14  hours,,"inquiry, specification inquiry"
2293,gud day kasya po vah to sa j7 pro?,"Hi Mam/Sir, Good day!  it's applicable to all android & IOS phones. thank you.",Zeus M. - 7  months ago,JBL - answered within 4  days,,"opening, specification inquiry"
2294,may available ba na black..,"Hi Sir, Good day! currently out of stock. thanks",Jayson M. - 7  months ago,JBL - answered within 1  day,,availability inquiry
2295,may available nq black..,"Hi Sir, Good day! currently out of stock. thanks",Jayson M. - 7  months ago,JBL - answered within 1  day,,availability inquiry
2296,Pwede po cash on pick up? Thru LBC,"Hi, Cod is applicable .thanks",Khalid b. - 7  months ago,JBL - answered within 1  day,,payment method inquiry
2297,Pwede po ba cash on pick up?,"Hi, Cod is applicable .thanks",Khalid b. - 7  months ago,JBL - answered within 1  day,,payment method inquiry
2298,Good day! Meron na po stock ng color black?,"Hi Sir, Good day! currently out of stocks. thanks",Michael A. - 7  months ago,JBL - answered within 2  hours,,"opening, availability inquiry"
2299,kyln po magkakaron ng black?,"Hi, Good day! No definite date yet, Please keep posted. thanks",Geovannie T. - 7  months ago,JBL - answered within 3  days,,availability inquiry
2300,kylan po kayp magkkastock ng black?,"No definite date yet Mam, please keep posted. thanks",Hazel A. - 7  months ago,JBL - answered within 1  day,,availability inquiry
2301,kelan po ulit yung sale ?,"Hi, no definite date yet, Please follow our Store to get notify . thanks",Kurt C. - 7  months ago,JBL - answered within 14  hours,,promo inquiry
2302,kylan kayo magkkastock ng color black?,"Hi Mam, good day! No definite date yet, Please keep posted. thanks",Hazel A. - 7  months ago,JBL - answered within 2  hours,,availability inquiry
2303,good day po meron po ba kayong color black yung cord nya para hindi madaling madumihan?,Please check color availability on the “Choose a Variation” section above the product pricing.,Anthony B. - 7  months ago,JBL - answered within 17  hours,,"opening, availability inquiry"
2304,gud am panu mg order? orignal ba eto salmat,"Hi, Good day! the item is available. Click on “Add To Cart” and proceed to checkout, if you’d like to purchase it and please be advised that JBL OFFICIAL STORE is only selling 100% original and legit items. thanks

",Alkhan A. - 7  months ago,JBL - answered within 47  minutes,,"opening, process inquiry, inquiry"
2305,may kasama po bang official jbl soft carrying pouch yung may tatak po mismo ng jbl?,"Hi Mam, Good day! Yes with Soft carrying pouch. thanks",Catherine A. - 7  months ago,JBL - answered within 14  minutes,,specification inquiry
2306,"hi, Original JBL po ito?","Hi, Good day! Items are all legit & original. thanks",Judenmar M. - 8  months ago,JBL - answered within 49  minutes,,"opening, inquiry"
2307,Does it compatible with iPhone? on what model of iPhone?,"Hi Good Day Yes, it's applicable to all android & IOS phones. thank you.
",Paulo E. - 8  months ago,JBL - answered within 3  days,,specification inquiry
2308,Left earbud stopped working recently. I bought this last February 2018 where could I have this exchanged/repaired since it's still under warranty?,"Hi Good Day We can only access your inquiry here but not your details.For warranty claim concern, please contact lazada support center. They will assist you on procedure for your defective unit. thank you
",Ricco L. - 8  months ago,JBL - answered within 3  days,,"product complaint, return / exchange / refund"
2309,"hello, If ever po na mag purchase ako ngayo, ilang araw yung shipping papunta sa location ko ? Btw davao po location ko .","You will receive a SMS notification once your order is out for delivery and the rider will communicate with you via call or SMS upon arrival at your address, or In case you want to change your delivery address afterward, please send  your inquiry at www.lazada.com.ph/contact, they will help you to change the address and also send you a confirmation once done. thank you.
",Cristine L. - 8  months ago,JBL - answered within 3  days,,"opening, delivery inquiry"
2310,bakit po hindi ko ito ma add to cart. add to wishlist lang nakalagay?,Hi Good Day Kindly check Lazada FAQ page thank you,Franz J. - 8  months ago,JBL - answered within 16  hours,,inquiry (others)
2311,hello po ano pong pin size nito?,Hi Good Day trisha G JBL PIN. 3.5 mm. Thank you,trisha g. - 8  months ago,JBL - answered within 1  day,,"specification inquiry, opening, specification inquiry"
2312,may volume control po ba ito planning to buy this one.,"Hi Good Day Aldren Hi! Please email lazada seller support for your concern, they can track your order and assist you as they are the one generating the orders and replacement. Also, can you give me your order no? so we can also check on our side. Thanks
",Aldrin E. - 9  months ago,JBL - answered within 2  weeks,,specification inquiry
2313,Wanted to cancel my order,Please contact lazada partner support. thanks,Jayben B. - 9  months ago,JBL - answered within 4  hours,,order cancellation
2314,"It says on the specs that it has volume control. But I only see one button in the remote. Does it have volume control?
","Hi Sir, Good day! There's only a single-button remote that lets you control music playback, as well as answer calls on the fly with the built-in microphone. thanks",Christopher P. - 9  months ago,JBL - answered within 25  minutes,,specification inquiry
2315,original?,Hi. Please be advised that JBL OFFICIAL STORE is only selling 100% original and legit items.,johnvie b. - 9  months ago,JBL - answered within 5  days,,inquiry (others)
2316,Hi! Do you have the black version of this product?,Please check color availability on the “Choose a Variation” section above the product pricing.,Carlo V. - 10  months ago,JBL - answered within 1  week,,"opening, availability inquiry"
2317,"Hi, is this compatible with asus zenfone 3 max? Thanks",Hi Good day! It's compatible to all android and IOS phones. thanks,Gemmari N. - 10  months ago,JBL - answered within 1  week,,"opening, specification inquiry, thanking, specification inquiry"
2318,Is this available in black?,Please check color availability on the “Choose a Variation” section above the product pricing.,Jonald S. - 10  months ago,JBL - answered within 1  week,,availability inquiry
2319,"trying to buy this nowm but 1 question,if the product encountered a defect , can i use the warranty to other jbl branch specially on malls? or i will sent by the item first to use the warranty? thanks",Hi Jarvis! Good day! for the warranty you may contact our service center team at 63 (2) 638-4299 loc. 484 office address is Topys Place calle industria Libis QC . Have a great day,Jarvis L. - 10  months ago,JBL - answered within 1  week,,"inquiry, warranty inquiry, thanking"
2320,Hi is this compatible with Huawei Nova 2i and Asus Zenfone 3 laser?,Hi! Good day! It's compatible to Android and IOS phones. thanks,Grandeur C. - 10  months ago,JBL - answered within 5  days,,"opening, specification inquiry, specification inquiry"
2321,Hi. Is this compatible with asus zenfone 3 max?,"Hi, Good day! It's compatible to android & ios. thanks",Gemmari N. - 10  months ago,JBL - answered within 5  days,,"opening, specification inquiry, specification inquiry"
2322,black would be nice.Do u have any,"Hi, Good day! Black is currently out of stock. thanks",Jeremiah S. - 10  months ago,JBL - answered within 3  days,,availability inquiry
2323,hi ask ko lang po kung may iba pang available na color?,"
 Please check color availability on the “Choose a Variation” section above the product pricing. Thank you.",paul f. - 10  months ago,JBL - answered within 13  minutes,,"opening, availability inquiry"
2324,Hi! Is this compatible with Samsung J7 and Iphone 6+? Thank you!,"Hi, Good day! Yes, it's compatible. thanks",Ruvylyn C. - 10  months ago,JBL - answered within 9  hours,,"opening, specification inquiry, thanking, specification inquiry"
2325,ano po sakop ng warranty nito?,"Hi Sir, Good day! We have 1year warranty for T205. thanks",Patrick S. - 10  months ago,JBL - answered within 1  day,,warranty inquiry
2326,Will I get a cash back even my MOP is COD?,"Hi Mam/Sir, Good day! Please contact lazada partner support for your concern. thank you",Angelo B. - 11  months ago,JBL - answered within 4  days,,"inquiry, payment method inquiry"
2327,When will my order come? I want to cancel.,"Hi Ms. Lou, Good day! Apology on the late reply since there's a problem with Lazada's system, We will ship out your order Asap. thanks",Lou M. - 11  months ago,JBL - answered within 9  minutes,,"delivery inquiry, order cancellation"
2328,Maganda po ba to gamitin sa mga android phones?,"Hi Aga, Yes",Aga D. - 11  months ago,JBL - answered within 3  days,,specification inquiry
2329,How do i select the black variant? If I recieve white can I return it?,"Hi Tere, There is no definite date yet on when the JBL T205 IN-EAR HEADPHONE Black  will be available. Thank you.",Tere V. - 11  months ago,JBL - answered within 1  day,,process inquiry
2330,Already placed my order. How do I purchase the black one? There are no choice for the colors. Tnx,"Hi Judel,There is no definite date yet on when the JBL T205 IN-EAR HEADPHONE Black   will be available. Thank you.",Judel R. - 11  months ago,JBL - answered within 1  day,,"process inquiry, thanking"
2331,How to order the black colored one?,"Hi Judel, There is no definite date yet on when the JBL T205 IN-EAR HEADPHONE Black   will be available. Thank you.",Judel R. - 11  months ago,JBL - answered within 1  day,,process inquiry
2332,"Only rose gold available?, how about black?","Hi Kriatoffer, There is no definite date yet on when the JBL T205 IN-EAR HEADPHONE Black   will be available. Thank you.",Kristoffer V. - 11  months ago,JBL - answered within 1  day,,availability inquiry
2333,"How can I order black? No ""choose-color"" option available on the check out..","HI Ryan, There is no definite date yet on when the JBL T205 IN-EAR HEADPHONE Black   will be available. Thank you.",Ryan O. - 11  months ago,JBL - answered within 1  day,,process inquiry
2334,Still got black?,"Hi Mark, There is no definite date yet on when the JBL T205 IN-EAR HEADPHONE Black   will be available. Thank you.",Mark L. - 11  months ago,JBL - answered within 1  day,,availability inquiry
2335,"Hi, would like to know if when will be the black or grey color be available? Thanks","Hi Ulrich, There is no definite date yet on when the JBL T205 IN-EAR HEADPHONE Black   will be available. Thank you.
",Ulrich C. - 11  months ago,JBL - answered within 2  hours,,"opening, availability inquiry, thanking"
2336,Do you have black or grey?,"Hi. Loiue, Good day! As of now, black & grey  are  out of stock. thanks",Edchel C. - 11  months ago,JBL - answered within 6  hours,,availability inquiry
2337,I can’t find the black or gray color.. is it available?,"Hi. Loiue, Good day! As of now, black is out of stock. thnaks",Louie M. - 11  months ago,JBL - answered within 4  hours,,availability inquiry
